timestamp,ca,ciudad,pm10,pm10_level,o3,o3_level,no2,no2_level
2019-03-02,Madrid,Madrid,60.0,Moderate,28.0,Good,36.0,Good
2019-03-03,Madrid,Madrid,60.0,Moderate,30.0,Good,36.0,Good
2019-03-04,Madrid,Madrid,55.0,Moderate,31.0,Good,33.0,Good
2019-03-05,Madrid,Madrid,39.0,Good,23.0,Good,34.0,Good
2019-03-06,Madrid,Madrid,29.0,Good,19.0,Good,31.0,Good
2019-03-07,Madrid,Madrid,30.0,Good,12.0,Good,35.0,Good
2019-03-08,Madrid,Madrid,23.0,Good,18.0,Good,29.0,Good
2019-03-09,Madrid,Madrid,46.0,Good,20.0,Good,34.0,Good
2019-03-10,Madrid,Madrid,57.0,Moderate,27.0,Good,27.0,Good
2019-03-11,Madrid,Madrid,69.0,Moderate,19.0,Good,30.0,Good
2019-03-12,Madrid,Madrid,57.0,Moderate,22.0,Good,34.0,Good
2019-03-13,Madrid,Madrid,60.0,Moderate,26.0,Good,37.0,Good
2019-03-14,Madrid,Madrid,72.0,Moderate,28.0,Good,32.0,Good
2019-03-15,Madrid,Madrid,79.0,Moderate,33.0,Good,27.0,Good
2019-03-16,Madrid,Madrid,77.0,Moderate,40.0,Good,37.0,Good
2019-03-17,Madrid,Madrid,89.0,Moderate,36.0,Good,34.0,Good
2019-03-18,Madrid,Madrid,81.0,Moderate,32.0,Good,35.0,Good
2019-03-19,Madrid,Madrid,80.0,Moderate,15.0,Good,38.0,Good
2019-03-20,Madrid,Madrid,48.0,Good,13.0,Good,37.0,Good
2019-03-21,Madrid,Madrid,47.0,Good,14.0,Good,37.0,Good
2019-03-22,Madrid,Madrid,43.0,Good,20.0,Good,40.0,Good
2019-03-23,Madrid,Madrid,50.0,Good,27.0,Good,38.0,Good
2019-03-24,Madrid,Madrid,68.0,Moderate,22.0,Good,38.0,Good
2019-03-25,Madrid,Madrid,59.0,Moderate,20.0,Good,40.0,Good
2019-03-26,Madrid,Madrid,53.0,Moderate,19.0,Good,41.0,Good
2019-03-27,Madrid,Madrid,56.0,Moderate,19.0,Good,32.0,Good
2019-03-28,Madrid,Madrid,51.0,Moderate,21.0,Good,41.0,Good
2019-03-29,Madrid,Madrid,49.0,Good,25.0,Good,44.0,Good
2019-03-30,Madrid,Madrid,47.0,Good,29.0,Good,47.0,Good
2019-03-31,Madrid,Madrid,43.0,Good,27.0,Good,33.0,Good
2019-02-01,Madrid,Madrid,28.0,Good,12.0,Good,30.0,Good
2019-02-02,Madrid,Madrid,27.0,Good,9.0,Good,32.0,Good
2019-02-03,Madrid,Madrid,25.0,Good,10.0,Good,28.0,Good
2019-02-04,Madrid,Madrid,28.0,Good,29.0,Good,9.0,Good
2019-02-05,Madrid,Madrid,66.0,Moderate,44.0,Good,11.0,Good
2019-02-06,Madrid,Madrid,84.0,Moderate,33.0,Good,11.0,Good
2019-02-07,Madrid,Madrid,69.0,Moderate,41.0,Good,8.0,Good
2019-02-08,Madrid,Madrid,83.0,Moderate,34.0,Good,18.0,Good
2019-02-09,Madrid,Madrid,72.0,Moderate,29.0,Good,17.0,Good
2019-02-10,Madrid,Madrid,72.0,Moderate,19.0,Good,20.0,Good
2019-02-11,Madrid,Madrid,52.0,Moderate,15.0,Good,26.0,Good
2019-02-12,Madrid,Madrid,32.0,Good,19.0,Good,26.0,Good
2019-02-13,Madrid,Madrid,41.0,Good,31.0,Good,23.0,Good
2019-02-14,Madrid,Madrid,62.0,Moderate,32.0,Good,21.0,Good
2019-02-15,Madrid,Madrid,62.0,Moderate,39.0,Good,16.0,Good
2019-02-16,Madrid,Madrid,75.0,Moderate,35.0,Good,33.0,Good
2019-02-17,Madrid,Madrid,66.0,Moderate,22.0,Good,34.0,Good
2019-02-18,Madrid,Madrid,47.0,Good,29.0,Good,21.0,Good
2019-02-19,Madrid,Madrid,55.0,Moderate,40.0,Good,25.0,Good
2019-02-20,Madrid,Madrid,65.0,Moderate,47.0,Good,29.0,Good
2019-02-21,Madrid,Madrid,69.0,Moderate,51.0,Moderate,31.0,Good
2019-02-22,Madrid,Madrid,72.0,Moderate,48.0,Good,28.0,Good
2019-02-23,Madrid,Madrid,68.0,Moderate,44.0,Good,24.0,Good
2019-02-24,Madrid,Madrid,67.0,Moderate,41.0,Good,40.0,Good
2019-02-25,Madrid,Madrid,66.0,Moderate,41.0,Good,31.0,Good
2019-02-26,Madrid,Madrid,68.0,Moderate,46.0,Good,32.0,Good
2019-02-27,Madrid,Madrid,72.0,Moderate,31.0,Good,33.0,Good
2019-02-28,Madrid,Madrid,52.0,Moderate,32.0,Good,24.0,Good
2019-01-01,Madrid,Madrid,,,39.0,Good,14.0,Good
2019-01-02,Madrid,Madrid,95.0,Moderate,41.0,Good,151.0,Unhealthy
2019-01-03,Madrid,Madrid,85.0,Moderate,29.0,Good,17.0,Good
2019-01-04,Madrid,Madrid,63.0,Moderate,40.0,Good,8.0,Good
2019-01-05,Madrid,Madrid,79.0,Moderate,39.0,Good,6.0,Good
2019-01-06,Madrid,Madrid,82.0,Moderate,44.0,Good,7.0,Good
2019-01-07,Madrid,Madrid,102.0,Unhealthy for Sensitive Groups,33.0,Good,9.0,Good
2019-01-08,Madrid,Madrid,71.0,Moderate,39.0,Good,11.0,Good
2019-01-09,Madrid,Madrid,70.0,Moderate,29.0,Good,10.0,Good
2019-01-10,Madrid,Madrid,59.0,Moderate,15.0,Good,23.0,Good
2019-01-11,Madrid,Madrid,40.0,Good,26.0,Good,19.0,Good
2019-01-12,Madrid,Madrid,57.0,Moderate,28.0,Good,19.0,Good
2019-01-13,Madrid,Madrid,64.0,Moderate,33.0,Good,12.0,Good
2019-01-14,Madrid,Madrid,76.0,Moderate,58.0,Moderate,4.0,Good
2019-01-15,Madrid,Madrid,122.0,Unhealthy for Sensitive Groups,56.0,Moderate,13.0,Good
2019-01-16,Madrid,Madrid,102.0,Unhealthy for Sensitive Groups,44.0,Good,18.0,Good
2019-01-17,Madrid,Madrid,86.0,Moderate,46.0,Good,12.0,Good
2019-01-18,Madrid,Madrid,110.0,Unhealthy for Sensitive Groups,39.0,Good,11.0,Good
2019-01-19,Madrid,Madrid,83.0,Moderate,26.0,Good,10.0,Good
2019-01-20,Madrid,Madrid,67.0,Moderate,17.0,Good,21.0,Good
2019-01-21,Madrid,Madrid,54.0,Moderate,14.0,Good,17.0,Good
2019-01-22,Madrid,Madrid,38.0,Good,18.0,Good,25.0,Good
2019-01-23,Madrid,Madrid,49.0,Good,14.0,Good,25.0,Good
2019-01-24,Madrid,Madrid,31.0,Good,15.0,Good,25.0,Good
2019-01-25,Madrid,Madrid,34.0,Good,16.0,Good,19.0,Good
2019-01-26,Madrid,Madrid,36.0,Good,19.0,Good,25.0,Good
2019-01-27,Madrid,Madrid,46.0,Good,12.0,Good,27.0,Good
2019-01-28,Madrid,Madrid,38.0,Good,13.0,Good,33.0,Good
2019-01-29,Madrid,Madrid,27.0,Good,16.0,Good,29.0,Good
2019-01-30,Madrid,Madrid,35.0,Good,17.0,Good,29.0,Good
2019-01-31,Madrid,Madrid,33.0,Good,14.0,Good,21.0,Good
2020-04-01,Valencia,Valencia,12.0,Good,3.0,Good,27.0,Good
2020-04-02,Valencia,Valencia,8.0,Good,9.0,Good,29.0,Good
2020-04-03,Valencia,Valencia,13.0,Good,14.0,Good,26.0,Good
2020-04-04,Valencia,Valencia,28.0,Good,17.0,Good,29.0,Good
2020-04-05,Valencia,Valencia,30.0,Good,17.0,Good,32.0,Good
2020-04-06,Valencia,Valencia,32.0,Good,20.0,Good,33.0,Good
2020-04-07,Valencia,Valencia,45.0,Good,20.0,Good,46.0,Good
2020-04-08,Valencia,Valencia,42.0,Good,23.0,Good,44.0,Good
2020-04-09,Valencia,Valencia,51.0,Moderate,30.0,Good,20.0,Good
2020-04-10,Valencia,Valencia,,,,,,
2020-04-11,Valencia,Valencia,,,,,,
2020-04-12,Valencia,Valencia,,,,,,
2020-04-13,Valencia,Valencia,,,,,,
2020-04-14,Valencia,Valencia,,,,,,
2020-04-15,Valencia,Valencia,,,,,,
2020-04-16,Valencia,Valencia,,,,,,
2020-04-17,Valencia,Valencia,,,,,,
2020-04-18,Valencia,Valencia,,,,,,
2020-04-19,Valencia,Valencia,,,,,,
2020-04-20,Valencia,Valencia,,,,,,
2020-04-21,Valencia,Valencia,,,,,,
2020-04-22,Valencia,Valencia,,,,,,
2020-04-23,Valencia,Valencia,,,,,,
2020-04-24,Valencia,Valencia,,,,,,
2020-04-25,Valencia,Valencia,,,,,,
2020-04-26,Valencia,Valencia,,,,,,
2020-04-27,Valencia,Valencia,,,,,,
2020-04-28,Valencia,Valencia,,,,,,
2020-04-29,Valencia,Valencia,,,,,,
2020-04-30,Valencia,Valencia,,,,,,
2020-03-01,Valencia,Valencia,66.0,Moderate,13.0,Good,24.0,Good
2020-03-02,Valencia,Valencia,19.0,Good,34.0,Good,26.0,Good
2020-03-03,Valencia,Valencia,34.0,Good,14.0,Good,22.0,Good
2020-03-04,Valencia,Valencia,13.0,Good,6.0,Good,17.0,Good
2020-03-05,Valencia,Valencia,9.0,Good,13.0,Good,21.0,Good
2020-03-06,Valencia,Valencia,16.0,Good,9.0,Good,25.0,Good
2020-03-07,Valencia,Valencia,13.0,Good,8.0,Good,25.0,Good
2020-03-08,Valencia,Valencia,25.0,Good,11.0,Good,23.0,Good
2020-03-09,Valencia,Valencia,32.0,Good,13.0,Good,23.0,Good
2020-03-10,Valencia,Valencia,26.0,Good,17.0,Good,16.0,Good
2020-03-11,Valencia,Valencia,32.0,Good,35.0,Good,17.0,Good
2020-03-12,Valencia,Valencia,64.0,Moderate,31.0,Good,25.0,Good
2020-03-13,Valencia,Valencia,75.0,Moderate,28.0,Good,22.0,Good
2020-03-14,Valencia,Valencia,56.0,Moderate,7.0,Good,20.0,Good
2020-03-15,Valencia,Valencia,40.0,Good,8.0,Good,27.0,Good
2020-03-16,Valencia,Valencia,35.0,Good,3.0,Good,23.0,Good
2020-03-17,Valencia,Valencia,20.0,Good,9.0,Good,25.0,Good
2020-03-18,Valencia,Valencia,39.0,Good,9.0,Good,27.0,Good
2020-03-19,Valencia,Valencia,47.0,Good,13.0,Good,27.0,Good
2020-03-20,Valencia,Valencia,52.0,Moderate,6.0,Good,32.0,Good
2020-03-21,Valencia,Valencia,41.0,Good,9.0,Good,32.0,Good
2020-03-22,Valencia,Valencia,48.0,Good,4.0,Good,30.0,Good
2020-03-23,Valencia,Valencia,31.0,Good,3.0,Good,26.0,Good
2020-03-24,Valencia,Valencia,23.0,Good,7.0,Good,29.0,Good
2020-03-25,Valencia,Valencia,34.0,Good,3.0,Good,23.0,Good
2020-03-26,Valencia,Valencia,24.0,Good,6.0,Good,27.0,Good
2020-03-27,Valencia,Valencia,39.0,Good,6.0,Good,25.0,Good
2020-03-28,Valencia,Valencia,31.0,Good,6.0,Good,28.0,Good
2020-03-29,Valencia,Valencia,40.0,Good,3.0,Good,26.0,Good
2020-03-30,Valencia,Valencia,33.0,Good,12.0,Good,24.0,Good
2020-03-31,Valencia,Valencia,38.0,Good,4.0,Good,24.0,Good
2020-02-01,Valencia,Valencia,18.0,Good,6.0,Good,15.0,Good
2020-02-02,Valencia,Valencia,12.0,Good,8.0,Good,14.0,Good
2020-02-03,Valencia,Valencia,16.0,Good,21.0,Good,7.0,Good
2020-02-04,Valencia,Valencia,42.0,Good,31.0,Good,9.0,Good
2020-02-05,Valencia,Valencia,56.0,Moderate,16.0,Good,23.0,Good
2020-02-06,Valencia,Valencia,27.0,Good,27.0,Good,18.0,Good
2020-02-07,Valencia,Valencia,51.0,Moderate,32.0,Good,11.0,Good
2020-02-08,Valencia,Valencia,59.0,Moderate,41.0,Good,16.0,Good
2020-02-09,Valencia,Valencia,74.0,Moderate,53.0,Moderate,19.0,Good
2020-02-10,Valencia,Valencia,84.0,Moderate,,,16.0,Good
2020-02-11,Valencia,Valencia,23.0,Good,,,12.0,Good
2020-02-12,Valencia,Valencia,38.0,Good,,,20.0,Good
2020-02-13,Valencia,Valencia,61.0,Moderate,,,12.0,Good
2020-02-14,Valencia,Valencia,85.0,Moderate,,,7.0,Good
2020-02-15,Valencia,Valencia,49.0,Good,,,18.0,Good
2020-02-16,Valencia,Valencia,67.0,Moderate,,,21.0,Good
2020-02-17,Valencia,Valencia,90.0,Moderate,,,21.0,Good
2020-02-18,Valencia,Valencia,97.0,Moderate,,,18.0,Good
2020-02-19,Valencia,Valencia,45.0,Good,,,16.0,Good
2020-02-20,Valencia,Valencia,35.0,Good,,,14.0,Good
2020-02-21,Valencia,Valencia,51.0,Moderate,,,11.0,Good
2020-02-22,Valencia,Valencia,71.0,Moderate,,,19.0,Good
2020-02-23,Valencia,Valencia,70.0,Moderate,,,22.0,Good
2020-02-24,Valencia,Valencia,61.0,Moderate,24.0,Good,15.0,Good
2020-02-25,Valencia,Valencia,57.0,Moderate,30.0,Good,18.0,Good
2020-02-26,Valencia,Valencia,56.0,Moderate,20.0,Good,16.0,Good
2020-02-27,Valencia,Valencia,33.0,Good,27.0,Good,20.0,Good
2020-02-28,Valencia,Valencia,43.0,Good,67.0,Moderate,15.0,Good
2020-02-29,Valencia,Valencia,98.0,Moderate,43.0,Good,21.0,Good
2020-01-01,Valencia,Valencia,,,,,,
2020-01-02,Valencia,Valencia,82.0,Moderate,,,,
2020-01-03,Valencia,Valencia,76.0,Moderate,,,,
2020-01-04,Valencia,Valencia,90.0,Moderate,,,,
2020-01-05,Valencia,Valencia,69.0,Moderate,,,,
2020-01-06,Valencia,Valencia,43.0,Good,13.0,Good,6.0,Good
2020-01-07,Valencia,Valencia,50.0,Good,,,8.0,Good
2020-01-08,Valencia,Valencia,75.0,Moderate,,,9.0,Good
2020-01-09,Valencia,Valencia,87.0,Moderate,,,10.0,Good
2020-01-10,Valencia,Valencia,74.0,Moderate,20.0,Good,16.0,Good
2020-01-11,Valencia,Valencia,60.0,Moderate,16.0,Good,17.0,Good
2020-01-12,Valencia,Valencia,30.0,Good,23.0,Good,14.0,Good
2020-01-13,Valencia,Valencia,50.0,Good,32.0,Good,11.0,Good
2020-01-14,Valencia,Valencia,66.0,Moderate,36.0,Good,8.0,Good
2020-01-15,Valencia,Valencia,68.0,Moderate,31.0,Good,11.0,Good
2020-01-16,Valencia,Valencia,71.0,Moderate,36.0,Good,9.0,Good
2020-01-17,Valencia,Valencia,73.0,Moderate,21.0,Good,20.0,Good
2020-01-18,Valencia,Valencia,44.0,Good,17.0,Good,18.0,Good
2020-01-19,Valencia,Valencia,37.0,Good,6.0,Good,24.0,Good
2020-01-20,Valencia,Valencia,18.0,Good,3.0,Good,24.0,Good
2020-01-21,Valencia,Valencia,7.0,Good,34.0,Good,22.0,Good
2020-01-22,Valencia,Valencia,95.0,Moderate,36.0,Good,22.0,Good
2020-01-23,Valencia,Valencia,65.0,Moderate,44.0,Good,11.0,Good
2020-01-24,Valencia,Valencia,81.0,Moderate,50.0,Good,17.0,Good
2020-01-25,Valencia,Valencia,96.0,Moderate,43.0,Good,18.0,Good
2020-01-26,Valencia,Valencia,102.0,Unhealthy for Sensitive Groups,16.0,Good,12.0,Good
2020-01-27,Valencia,Valencia,56.0,Moderate,13.0,Good,10.0,Good
2020-01-28,Valencia,Valencia,27.0,Good,6.0,Good,14.0,Good
2020-01-29,Valencia,Valencia,16.0,Good,6.0,Good,10.0,Good
2020-01-30,Valencia,Valencia,14.0,Good,8.0,Good,17.0,Good
2020-01-31,Valencia,Valencia,15.0,Good,9.0,Good,17.0,Good
2019-12-01,Valencia,Valencia,26.0,Good,9.0,Good,24.0,Good
2019-12-02,Valencia,Valencia,22.0,Good,6.0,Good,23.0,Good
2019-12-03,Valencia,Valencia,17.0,Good,8.0,Good,20.0,Good
2019-12-04,Valencia,Valencia,26.0,Good,3.0,Good,21.0,Good
2019-12-05,Valencia,Valencia,11.0,Good,4.0,Good,20.0,Good
2019-12-06,Valencia,Valencia,16.0,Good,13.0,Good,16.0,Good
2019-12-07,Valencia,Valencia,40.0,Good,16.0,Good,9.0,Good
2019-12-08,Valencia,Valencia,47.0,Good,11.0,Good,12.0,Good
2019-12-09,Valencia,Valencia,36.0,Good,8.0,Good,13.0,Good
2019-12-10,Valencia,Valencia,20.0,Good,13.0,Good,15.0,Good
2019-12-11,Valencia,Valencia,25.0,Good,11.0,Good,13.0,Good
2019-12-12,Valencia,Valencia,29.0,Good,8.0,Good,20.0,Good
2019-12-13,Valencia,Valencia,16.0,Good,5.0,Good,23.0,Good
2019-12-14,Valencia,Valencia,7.0,Good,4.0,Good,22.0,Good
2019-12-15,Valencia,Valencia,9.0,Good,7.0,Good,23.0,Good
2019-12-16,Valencia,Valencia,17.0,Good,17.0,Good,11.0,Good
2019-12-17,Valencia,Valencia,49.0,Good,33.0,Good,14.0,Good
2019-12-18,Valencia,Valencia,73.0,Moderate,10.0,Good,14.0,Good
2019-12-19,Valencia,Valencia,22.0,Good,24.0,Good,9.0,Good
2019-12-20,Valencia,Valencia,50.0,Good,13.0,Good,19.0,Good
2019-12-21,Valencia,Valencia,20.0,Good,19.0,Good,24.0,Good
2019-12-22,Valencia,Valencia,16.0,Good,10.0,Good,27.0,Good
2019-12-23,Valencia,Valencia,21.0,Good,7.0,Good,24.0,Good
2019-12-24,Valencia,Valencia,15.0,Good,12.0,Good,16.0,Good
2019-12-25,Valencia,Valencia,27.0,Good,12.0,Good,11.0,Good
2019-12-26,Valencia,Valencia,35.0,Good,23.0,Good,6.0,Good
2019-12-27,Valencia,Valencia,46.0,Good,22.0,Good,8.0,Good
2019-12-28,Valencia,Valencia,57.0,Moderate,27.0,Good,9.0,Good
2019-12-29,Valencia,Valencia,75.0,Moderate,27.0,Good,16.0,Good
2019-12-30,Valencia,Valencia,78.0,Moderate,,,,
2019-12-31,Valencia,Valencia,,,,,,
2019-11-01,Valencia,Valencia,45.0,Good,13.0,Good,15.0,Good
2019-11-02,Valencia,Valencia,36.0,Good,11.0,Good,20.0,Good
2019-11-03,Valencia,Valencia,21.0,Good,14.0,Good,31.0,Good
2019-11-04,Valencia,Valencia,16.0,Good,11.0,Good,25.0,Good
2019-11-05,Valencia,Valencia,12.0,Good,9.0,Good,26.0,Good
2019-11-06,Valencia,Valencia,11.0,Good,11.0,Good,18.0,Good
2019-11-07,Valencia,Valencia,20.0,Good,14.0,Good,18.0,Good
2019-11-08,Valencia,Valencia,17.0,Good,9.0,Good,23.0,Good
2019-11-09,Valencia,Valencia,11.0,Good,8.0,Good,22.0,Good
2019-11-10,Valencia,Valencia,11.0,Good,6.0,Good,26.0,Good
2019-11-11,Valencia,Valencia,9.0,Good,6.0,Good,23.0,Good
2019-11-12,Valencia,Valencia,9.0,Good,7.0,Good,27.0,Good
2019-11-13,Valencia,Valencia,12.0,Good,9.0,Good,19.0,Good
2019-11-14,Valencia,Valencia,19.0,Good,9.0,Good,,
2019-11-15,Valencia,Valencia,11.0,Good,6.0,Good,17.0,Good
2019-11-16,Valencia,Valencia,9.0,Good,5.0,Good,20.0,Good
2019-11-17,Valencia,Valencia,14.0,Good,8.0,Good,22.0,Good
2019-11-18,Valencia,Valencia,18.0,Good,8.0,Good,17.0,Good
2019-11-19,Valencia,Valencia,15.0,Good,8.0,Good,17.0,Good
2019-11-20,Valencia,Valencia,17.0,Good,12.0,Good,15.0,Good
2019-11-21,Valencia,Valencia,35.0,Good,,,,
2019-11-22,Valencia,Valencia,30.0,Good,11.0,Good,7.0,Good
2019-11-23,Valencia,Valencia,32.0,Good,2.0,Good,27.0,Good
2019-11-24,Valencia,Valencia,7.0,Good,3.0,Good,23.0,Good
2019-11-25,Valencia,Valencia,9.0,Good,8.0,Good,22.0,Good
2019-11-26,Valencia,Valencia,14.0,Good,12.0,Good,18.0,Good
2019-11-27,Valencia,Valencia,18.0,Good,13.0,Good,22.0,Good
2019-11-28,Valencia,Valencia,14.0,Good,9.0,Good,22.0,Good
2019-11-29,Valencia,Valencia,14.0,Good,10.0,Good,21.0,Good
2019-11-30,Valencia,Valencia,15.0,Good,11.0,Good,19.0,Good
2019-10-01,Valencia,Valencia,84.0,Moderate,29.0,Good,33.0,Good
2019-10-02,Valencia,Valencia,98.0,Moderate,24.0,Good,24.0,Good
2019-10-03,Valencia,Valencia,67.0,Moderate,16.0,Good,26.0,Good
2019-10-04,Valencia,Valencia,34.0,Good,20.0,Good,26.0,Good
2019-10-05,Valencia,Valencia,46.0,Good,19.0,Good,31.0,Good
2019-10-06,Valencia,Valencia,43.0,Good,14.0,Good,35.0,Good
2019-10-07,Valencia,Valencia,45.0,Good,18.0,Good,19.0,Good
2019-10-08,Valencia,Valencia,68.0,Moderate,21.0,Good,28.0,Good
2019-10-09,Valencia,Valencia,55.0,Moderate,20.0,Good,33.0,Good
2019-10-10,Valencia,Valencia,63.0,Moderate,13.0,Good,29.0,Good
2019-10-11,Valencia,Valencia,41.0,Good,14.0,Good,24.0,Good
2019-10-12,Valencia,Valencia,56.0,Moderate,12.0,Good,29.0,Good
2019-10-13,Valencia,Valencia,36.0,Good,13.0,Good,32.0,Good
2019-10-14,Valencia,Valencia,45.0,Good,14.0,Good,26.0,Good
2019-10-15,Valencia,Valencia,49.0,Good,10.0,Good,28.0,Good
2019-10-16,Valencia,Valencia,25.0,Good,8.0,Good,26.0,Good
2019-10-17,Valencia,Valencia,14.0,Good,12.0,Good,32.0,Good
2019-10-18,Valencia,Valencia,24.0,Good,13.0,Good,21.0,Good
2019-10-19,Valencia,Valencia,30.0,Good,15.0,Good,29.0,Good
2019-10-20,Valencia,Valencia,31.0,Good,14.0,Good,24.0,Good
2019-10-21,Valencia,Valencia,28.0,Good,8.0,Good,20.0,Good
2019-10-22,Valencia,Valencia,28.0,Good,8.0,Good,22.0,Good
2019-10-23,Valencia,Valencia,23.0,Good,4.0,Good,25.0,Good
2019-10-24,Valencia,Valencia,12.0,Good,5.0,Good,23.0,Good
2019-10-25,Valencia,Valencia,16.0,Good,10.0,Good,18.0,Good
2019-10-26,Valencia,Valencia,39.0,Good,16.0,Good,22.0,Good
2019-10-27,Valencia,Valencia,51.0,Moderate,15.0,Good,23.0,Good
2019-10-28,Valencia,Valencia,56.0,Moderate,21.0,Good,10.0,Good
2019-10-29,Valencia,Valencia,72.0,Moderate,33.0,Good,10.0,Good
2019-10-30,Valencia,Valencia,91.0,Moderate,,,,
2019-10-31,Valencia,Valencia,78.0,Moderate,20.0,Good,10.0,Good
2019-09-01,Valencia,Valencia,68.0,Moderate,18.0,Good,53.0,Moderate
2019-09-02,Valencia,Valencia,67.0,Moderate,14.0,Good,34.0,Good
2019-09-03,Valencia,Valencia,58.0,Moderate,11.0,Good,33.0,Good
2019-09-04,Valencia,Valencia,52.0,Moderate,13.0,Good,28.0,Good
2019-09-05,Valencia,Valencia,53.0,Moderate,14.0,Good,29.0,Good
2019-09-06,Valencia,Valencia,53.0,Moderate,11.0,Good,27.0,Good
2019-09-07,Valencia,Valencia,39.0,Good,11.0,Good,30.0,Good
2019-09-08,Valencia,Valencia,49.0,Good,14.0,Good,33.0,Good
2019-09-09,Valencia,Valencia,55.0,Moderate,14.0,Good,32.0,Good
2019-09-10,Valencia,Valencia,54.0,Moderate,18.0,Good,26.0,Good
2019-09-11,Valencia,Valencia,54.0,Moderate,9.0,Good,35.0,Good
2019-09-12,Valencia,Valencia,30.0,Good,12.0,Good,43.0,Good
2019-09-13,Valencia,Valencia,56.0,Moderate,15.0,Good,45.0,Good
2019-09-14,Valencia,Valencia,60.0,Moderate,15.0,Good,49.0,Good
2019-09-15,Valencia,Valencia,65.0,Moderate,19.0,Good,41.0,Good
2019-09-16,Valencia,Valencia,75.0,Moderate,30.0,Good,38.0,Good
2019-09-17,Valencia,Valencia,85.0,Moderate,31.0,Good,22.0,Good
2019-09-18,Valencia,Valencia,103.0,Unhealthy for Sensitive Groups,23.0,Good,30.0,Good
2019-09-19,Valencia,Valencia,72.0,Moderate,26.0,Good,32.0,Good
2019-09-20,Valencia,Valencia,80.0,Moderate,23.0,Good,35.0,Good
2019-09-21,Valencia,Valencia,77.0,Moderate,19.0,Good,38.0,Good
2019-09-22,Valencia,Valencia,65.0,Moderate,15.0,Good,27.0,Good
2019-09-23,Valencia,Valencia,58.0,Moderate,9.0,Good,24.0,Good
2019-09-24,Valencia,Valencia,30.0,Good,15.0,Good,32.0,Good
2019-09-25,Valencia,Valencia,51.0,Moderate,14.0,Good,26.0,Good
2019-09-26,Valencia,Valencia,39.0,Good,16.0,Good,31.0,Good
2019-09-27,Valencia,Valencia,56.0,Moderate,19.0,Good,30.0,Good
2019-09-28,Valencia,Valencia,67.0,Moderate,20.0,Good,32.0,Good
2019-09-29,Valencia,Valencia,63.0,Moderate,20.0,Good,27.0,Good
2019-09-30,Valencia,Valencia,62.0,Moderate,21.0,Good,36.0,Good
2019-08-01,Valencia,Valencia,54.0,Moderate,17.0,Good,25.0,Good
2019-08-02,Valencia,Valencia,62.0,Moderate,17.0,Good,32.0,Good
2019-08-03,Valencia,Valencia,59.0,Moderate,16.0,Good,31.0,Good
2019-08-04,Valencia,Valencia,60.0,Moderate,16.0,Good,31.0,Good
2019-08-05,Valencia,Valencia,57.0,Moderate,19.0,Good,27.0,Good
2019-08-06,Valencia,Valencia,67.0,Moderate,25.0,Good,26.0,Good
2019-08-07,Valencia,Valencia,88.0,Moderate,32.0,Good,24.0,Good
2019-08-08,Valencia,Valencia,114.0,Unhealthy for Sensitive Groups,30.0,Good,25.0,Good
2019-08-09,Valencia,Valencia,95.0,Moderate,26.0,Good,21.0,Good
2019-08-10,Valencia,Valencia,76.0,Moderate,23.0,Good,23.0,Good
2019-08-11,Valencia,Valencia,67.0,Moderate,21.0,Good,18.0,Good
2019-08-12,Valencia,Valencia,71.0,Moderate,19.0,Good,22.0,Good
2019-08-13,Valencia,Valencia,69.0,Moderate,16.0,Good,22.0,Good
2019-08-14,Valencia,Valencia,48.0,Good,15.0,Good,23.0,Good
2019-08-15,Valencia,Valencia,60.0,Moderate,17.0,Good,24.0,Good
2019-08-16,Valencia,Valencia,65.0,Moderate,15.0,Good,22.0,Good
2019-08-17,Valencia,Valencia,62.0,Moderate,13.0,Good,21.0,Good
2019-08-18,Valencia,Valencia,58.0,Moderate,13.0,Good,19.0,Good
2019-08-19,Valencia,Valencia,61.0,Moderate,14.0,Good,19.0,Good
2019-08-20,Valencia,Valencia,65.0,Moderate,17.0,Good,27.0,Good
2019-08-21,Valencia,Valencia,67.0,Moderate,16.0,Good,28.0,Good
2019-08-22,Valencia,Valencia,49.0,Good,11.0,Good,32.0,Good
2019-08-23,Valencia,Valencia,47.0,Good,13.0,Good,38.0,Good
2019-08-24,Valencia,Valencia,54.0,Moderate,15.0,Good,37.0,Good
2019-08-25,Valencia,Valencia,60.0,Moderate,15.0,Good,34.0,Good
2019-08-26,Valencia,Valencia,70.0,Moderate,16.0,Good,37.0,Good
2019-08-27,Valencia,Valencia,76.0,Moderate,14.0,Good,38.0,Good
2019-08-28,Valencia,Valencia,60.0,Moderate,13.0,Good,33.0,Good
2019-08-29,Valencia,Valencia,58.0,Moderate,16.0,Good,36.0,Good
2019-08-30,Valencia,Valencia,66.0,Moderate,17.0,Good,31.0,Good
2019-08-31,Valencia,Valencia,66.0,Moderate,18.0,Good,38.0,Good
2019-07-01,Valencia,Valencia,41.0,Good,10.0,Good,29.0,Good
2019-07-02,Valencia,Valencia,56.0,Moderate,10.0,Good,29.0,Good
2019-07-03,Valencia,Valencia,52.0,Moderate,10.0,Good,28.0,Good
2019-07-04,Valencia,Valencia,49.0,Good,9.0,Good,27.0,Good
2019-07-05,Valencia,Valencia,43.0,Good,12.0,Good,24.0,Good
2019-07-06,Valencia,Valencia,56.0,Moderate,15.0,Good,21.0,Good
